tiempo_s,distancia_cm,velocidad,bateria,luz,sonido,accion
0.5,300.0,50,80,41,9,parar
1.11,300.0,50,80,41,58,adelante
1.79,194.7,50,80,42,50,adelante
2.54,300.0,50,80,45,57,derecha
3.21,300.0,50,80,43,24,parar
3.86,300.0,50,80,43,73,adelante
4.53,300.0,70,80,45,11,parar
5.25,300.0,70,80,44,21,parar
5.93,300.0,70,80,44,8,parar
6.59,300.0,70,80,44,38,parar
7.31,300.0,70,80,44,8,parar
