tiempo_s,distancia_cm,velocidad,bateria,luz,sonido,accion
0.58,64.4,50,80,42,59,parar
1.19,300.0,50,80,43,8,parar
1.85,300.0,50,80,43,3,parar
2.45,300.0,50,80,43,19,parar
3.05,300.0,50,80,43,15,parar
3.71,300.0,50,80,43,17,parar
4.37,300.0,50,80,43,23,parar
