tiempo_s,modo,distancia_cm,offset,velocidad,bateria
0.53,detenido,--,--,50,--
1.06,detenido,--,--,50,--
1.59,detenido,--,--,50,--
2.55,pista,--,recto,50,50
3.25,pista,--,recto,50,50
3.87,pista,--,recto,50,50
4.52,pista,--,perdida,50,50
5.06,pista,--,izquierda,50,50
5.84,pista,--,izquierda,50,50
6.56,pista,--,izquierda,50,50
7.22,pista,--,izquierda,50,50
8.07,pista,--,izquierda,50,50
8.6,pista,--,derecha,50,50
9.13,pista,--,derecha,50,50
9.69,pista,--,derecha,50,50
10.58,pista,--,derecha,50,50
11.11,pista,--,derecha,50,50
11.66,pista,--,derecha,50,50
12.2,pista,--,derecha,50,50
13.1,pista,--,derecha,50,50
13.64,pista,--,derecha,50,50
14.3,pista,--,derecha,50,50
15.08,pista,--,derecha,50,50
15.62,pista,--,derecha,50,50
16.33,pista,--,derecha,50,50
17.06,pista,--,derecha,50,50
17.6,pista,--,derecha,50,50
18.2,pista,--,derecha,50,50
18.79,pista,--,derecha,50,50
19.7,pista,--,derecha,50,50
20.3,pista,--,derecha,50,50
20.84,pista,--,derecha,50,50
21.74,pista,--,derecha,50,50
22.28,pista,--,derecha,50,50
22.82,pista,--,derecha,50,50
23.37,pista,--,derecha,50,50
24.07,pista,--,derecha,50,50
24.62,pista,--,derecha,50,50
25.15,pista,--,derecha,50,50
25.76,pista,--,derecha,50,50
26.54,pista,--,derecha,50,50
27.07,pista,--,derecha,50,50
27.68,pista,--,derecha,50,50
28.28,pista,--,derecha,50,50
29.12,pista,--,derecha,50,50
29.71,pista,--,derecha,50,50
30.26,pista,--,derecha,50,50
30.8,pista,--,derecha,50,50
31.63,pista,--,derecha,50,50
32.18,pista,--,derecha,50,50
32.71,pista,--,derecha,50,50
33.38,pista,--,derecha,50,50
34.16,pista,--,derecha,50,50
34.7,pista,--,derecha,50,50
35.42,pista,--,derecha,50,50
36.2,pista,--,derecha,50,50
36.73,pista,--,derecha,50,50
37.34,pista,--,derecha,50,50
37.88,pista,--,derecha,50,50
38.65,pista,--,derecha,50,50
39.26,pista,--,derecha,50,50
39.79,pista,--,derecha,50,50
40.39,pista,--,derecha,50,50
41.23,pista,--,derecha,50,50
41.78,pista,--,derecha,50,50
42.37,pista,--,derecha,50,50
42.98,pista,--,derecha,50,50
43.75,pista,--,derecha,50,50
44.41,pista,--,derecha,50,50
45.02,pista,--,derecha,50,50
45.8,pista,--,derecha,50,50
46.39,pista,--,derecha,50,50
46.99,pista,--,derecha,50,50
47.6,pista,--,izquierda,50,50
48.44,pista,--,recto,50,50
48.97,pista,--,recto,50,50
49.52,pista,--,recto,50,50
50.12,pista,--,recto,50,50
50.9,pista,--,izquierda,50,50
51.49,pista,--,perdida,50,50
52.04,pista,--,perdida,50,50
52.63,pista,--,perdida,50,50
53.36,pista,--,perdida,50,50
54.02,pista,--,perdida,50,50
54.68,pista,--,perdida,50,50
55.4,pista,--,perdida,50,50
55.99,pista,--,perdida,50,50
56.71,pista,--,perdida,50,50
57.43,pista,--,recto,50,50
58.04,pista,--,recto,50,50
58.57,pista,--,recto,50,50
59.18,pista,--,recto,50,50
60.02,pista,--,recto,50,50
60.56,pista,--,izquierda,50,50
61.09,pista,--,izquierda,50,50
