tiempo_s,modo,distancia_cm,offset,velocidad,bateria
0.5,detenido,--,--,50,--
1.0,detenido,--,--,50,--
1.51,detenido,--,--,50,--
2.01,detenido,--,--,50,60
2.54,detenido,--,--,50,60
3.04,detenido,--,--,50,60
3.54,detenido,--,--,50,60
4.25,detenido,--,--,50,60
4.76,detenido,--,--,50,60
5.26,detenido,--,--,50,60
5.97,manual,66.4,--,50,60
6.63,manual,66.4,--,50,60
7.17,manual,66.4,--,50,60
7.67,manual,66.4,--,50,60
8.19,manual,63.8,--,50,60
8.85,manual,63.8,--,50,60
9.45,manual,66.0,--,50,60
9.99,manual,66.0,--,50,60
10.65,manual,66.0,--,50,60
11.19,manual,66.0,--,50,60
11.79,manual,47.5,--,50,60
12.39,manual,65.6,--,50,60
13.05,manual,66.0,--,50,60
13.71,manual,65.6,--,50,60
14.47,pista,--,perdida,50,60
15.24,pista,--,perdida,50,60
15.78,pista,--,perdida,50,60
16.38,pista,--,perdida,50,60
17.04,pista,--,perdida,50,60
17.76,pista,--,1.0,50,60
18.31,pista,--,0.0,50,60
18.97,pista,--,0.0,50,60
19.5,pista,--,0.0,50,60
20.41,pista,--,0.0,50,60
21.01,pista,--,0.0,50,60
21.54,pista,--,0.0,50,60
22.39,pista,--,0.0,50,60
23.04,pista,--,-1.0,50,60
23.58,pista,--,-3.0,50,60
24.36,pista,--,3.0,50,60
24.97,pista,--,-2.0,50,60
25.51,pista,--,perdida,50,60
26.17,pista,--,perdida,50,60
26.89,pista,--,perdida,50,60
27.42,pista,--,perdida,50,60
28.08,pista,--,perdida,50,60
28.62,pista,--,perdida,50,60
29.46,pista,--,perdida,50,60
30.07,pista,--,perdida,50,60
30.6,pista,--,perdida,50,60
31.2,pista,--,perdida,50,60
32.05,pista,--,perdida,50,60
32.64,pista,--,perdida,50,60
33.18,pista,--,perdida,50,60
33.84,pista,--,perdida,50,60
34.63,pista,--,0.0,50,60
35.29,pista,--,-1.0,50,60
35.95,pista,--,0.0,50,60
36.78,pista,--,perdida,50,60
37.33,pista,--,perdida,50,60
37.92,pista,--,perdida,50,60
38.65,pista,--,perdida,50,60
39.54,pista,--,perdida,50,60
40.15,pista,--,perdida,50,60
40.68,pista,--,perdida,50,60
41.52,pista,--,perdida,50,60
42.13,pista,--,perdida,50,60
42.72,pista,--,2.0,50,60
43.62,pista,--,0.0,50,60
44.17,pista,--,0.0,50,60
44.71,pista,--,-1.0,50,60
45.24,pista,--,-3.0,50,60
46.09,pista,--,perdida,50,60
46.62,pista,--,3.0,50,60
47.16,pista,--,3.0,50,60
47.82,pista,--,-1.0,50,60
48.66,pista,--,perdida,50,60
49.33,pista,--,perdida,50,60
49.86,pista,--,perdida,50,60
50.7,pista,--,perdida,50,60
51.42,pista,--,perdida,50,60
51.97,pista,--,perdida,50,60
52.81,pista,--,perdida,50,60
53.47,pista,--,perdida,50,60
54.0,pista,--,perdida,50,60
54.79,pista,--,perdida,50,60
55.38,pista,--,perdida,50,60
55.93,pista,--,perdida,50,60
56.47,pista,--,perdida,50,60
57.31,pista,--,perdida,50,60
57.91,pista,--,perdida,50,60
58.5,pista,--,0.0,50,60
59.35,pista,--,0.0,50,60
59.88,pista,--,0.0,50,60
60.61,pista,--,0.0,50,60
61.33,pista,--,0.0,50,60
61.98,pista,--,-1.0,50,60
62.52,pista,--,0.0,50,60
63.19,pista,--,0.0,50,60
63.9,pista,--,perdida,50,60
64.44,pista,--,perdida,50,60
65.1,pista,--,perdida,50,60
65.71,pista,--,perdida,50,60
66.67,pista,--,perdida,50,60
67.2,pista,--,perdida,50,60
67.75,pista,--,perdida,50,60
68.64,pista,--,perdida,50,60
69.3,pista,--,perdida,50,60
69.96,pista,--,perdida,50,60
70.75,pista,--,perdida,50,60
71.28,pista,--,perdida,50,60
71.89,pista,--,perdida,50,60
72.49,pista,--,perdida,50,60
73.33,pista,--,perdida,50,60
73.86,pista,--,perdida,50,60
74.53,pista,--,perdida,50,60
75.37,pista,--,perdida,50,60
75.9,pista,--,perdida,50,60
76.51,pista,--,perdida,50,60
77.04,pista,--,perdida,50,60
77.88,pista,--,perdida,50,60
78.54,pista,--,perdida,50,60
79.19,pista,--,perdida,50,60
79.98,pista,--,perdida,50,60
80.53,pista,--,perdida,50,60
81.12,pista,--,perdida,50,60
81.67,pista,--,perdida,50,60
82.56,pista,--,perdida,50,60
83.1,pista,--,perdida,50,60
83.76,pista,--,perdida,50,60
84.61,pista,--,perdida,50,60
85.14,pista,--,perdida,50,60
85.8,pista,--,perdida,50,60
86.58,pista,--,perdida,50,60
87.13,pista,--,perdida,50,60
87.79,pista,--,perdida,50,60
88.38,pista,--,perdida,50,60
89.17,pista,--,perdida,50,60
89.82,pista,--,perdida,50,60
90.36,pista,--,perdida,50,60
90.9,pista,--,perdida,50,60
91.87,pista,--,perdida,50,60
92.53,pista,--,perdida,50,60
93.12,pista,--,perdida,50,60
93.84,pista,--,perdida,50,60
94.39,pista,--,perdida,50,60
94.98,pista,--,perdida,50,60
95.65,pista,--,perdida,50,60
96.43,pista,--,perdida,50,60
96.96,pista,--,perdida,50,60
97.57,pista,--,perdida,50,60
98.16,pista,--,perdida,50,60
99.0,pista,--,perdida,50,60
99.61,pista,--,perdida,50,60
100.14,pista,--,perdida,50,60
