tiempo_s,modo,distancia_cm,offset,velocidad,bateria
0.5,detenido,--,--,50,--
1.0,detenido,--,--,50,--
1.53,detenido,--,--,50,--
2.19,detenido,--,--,50,50
2.69,detenido,--,--,50,50
3.19,detenido,--,--,50,50
3.7,detenido,--,--,50,50
4.23,detenido,--,--,50,50
5.26,pista,--,recto,50,50
5.86,pista,--,recto,50,50
6.45,pista,--,recto,50,50
7.3,pista,--,derecha,50,50
7.89,pista,--,derecha,50,50
8.49,pista,--,recto,50,50
9.27,pista,--,recto,50,50
9.81,pista,--,recto,50,50
10.53,pista,--,derecha,50,50
11.25,pista,--,derecha,50,50
11.8,pista,--,recto,50,50
12.39,pista,--,recto,50,50
12.93,pista,--,recto,50,50
15.42,pista,--,red,50,50
16.2,pista,--,perdida,50,50
16.89,pista,--,derecha,50,50
17.46,pista,--,perdida,50,50
18.21,pista,--,recto,50,50
18.75,pista,--,recto,50,50
19.3,pista,--,recto,50,50
19.96,pista,--,recto,50,50
20.74,pista,--,recto,50,50
21.31,pista,--,perdida,50,50
21.93,pista,--,izquierda,50,50
22.48,pista,--,izquierda,50,50
23.25,pista,--,recto,50,50
23.91,pista,--,derecha,50,50
24.55,pista,--,perdida,50,50
25.36,pista,--,recto,50,50
26.02,pista,--,recto,50,50
26.55,pista,--,recto,50,50
27.1,pista,--,recto,50,50
27.87,pista,--,recto,50,50
28.42,pista,--,derecha,50,50
29.01,pista,--,derecha,50,50
29.67,pista,--,recto,50,50
30.48,pista,--,perdida,50,50
31.06,pista,--,izquierda,50,50
31.66,pista,--,izquierda,50,50
32.26,pista,--,derecha,50,50
33.04,pista,--,derecha,50,50
33.67,pista,--,perdida,50,50
34.23,pista,--,recto,50,50
34.77,pista,--,recto,50,50
35.67,pista,--,recto,50,50
36.22,pista,--,derecha,50,50
36.81,pista,--,derecha,50,50
37.59,pista,--,recto,50,50
38.14,pista,--,derecha,50,50
38.73,pista,--,recto,50,50
39.39,pista,--,recto,50,50
40.17,pista,--,recto,50,50
40.72,pista,--,recto,50,50
41.31,pista,--,derecha,50,50
41.89,pista,--,perdida,50,50
42.63,pista,--,recto,50,50
43.23,pista,--,recto,50,50
43.77,pista,--,recto,50,50
44.38,pista,--,derecha,50,50
45.18,pista,--,perdida,50,50
45.82,pista,--,recto,50,50
46.41,pista,--,recto,50,50
47.13,pista,--,derecha,50,50
47.85,pista,--,derecha,50,50
48.52,pista,--,recto,50,50
49.32,pista,--,perdida,50,50
49.9,pista,--,recto,50,50
50.5,pista,--,recto,50,50
51.09,pista,--,recto,50,50
52.45,pista,--,blue,50,50
53.11,pista,--,perdida,50,50
54.03,pista,--,perdida,50,50
54.81,pista,--,perdida,50,50
55.41,pista,--,perdida,50,50
56.56,pista,--,perdida,50,50
57.15,pista,--,perdida,50,50
57.7,pista,--,perdida,50,50
58.47,pista,--,perdida,50,50
59.13,pista,--,perdida,50,50
59.68,pista,--,perdida,50,50
60.27,pista,--,perdida,50,50
61.12,pista,--,perdida,50,50
61.65,pista,--,perdida,50,50
62.25,pista,--,perdida,50,50
62.85,pista,--,perdida,50,50
63.64,pista,--,perdida,50,50
64.23,pista,--,perdida,50,50
64.89,pista,--,perdida,50,50
65.67,pista,--,perdida,50,50
66.28,pista,--,perdida,50,50
66.81,pista,--,perdida,50,50
67.36,pista,--,perdida,50,50
68.14,pista,--,perdida,50,50
68.67,pista,--,perdida,50,50
69.22,pista,--,perdida,50,50
69.87,pista,--,perdida,50,50
70.72,pista,--,perdida,50,50
71.25,pista,--,perdida,50,50
71.86,pista,--,perdida,50,50
72.4,pista,--,perdida,50,50
73.29,pista,--,perdida,50,50
73.89,pista,--,perdida,50,50
74.49,pista,--,perdida,50,50
75.4,pista,--,perdida,50,50
75.99,pista,--,perdida,50,50
76.53,pista,--,perdida,50,50
77.31,pista,--,perdida,50,50
77.97,pista,--,perdida,50,50
78.58,pista,--,perdida,50,50
79.41,pista,--,perdida,50,50
79.94,pista,--,perdida,50,50
80.49,pista,--,perdida,50,50
81.04,pista,--,perdida,50,50
81.8,pista,--,perdida,50,50
82.48,pista,--,perdida,50,50
83.07,pista,--,perdida,50,50
83.86,pista,--,perdida,50,50
84.39,pista,--,perdida,50,50
85.0,pista,--,perdida,50,50
85.53,pista,--,perdida,50,50
86.25,pista,--,perdida,50,50
86.86,pista,--,perdida,50,50
87.39,pista,--,perdida,50,50
87.93,pista,--,perdida,50,50
88.83,pista,--,perdida,50,50
89.43,pista,--,perdida,50,50
89.97,pista,--,perdida,50,50
90.75,pista,--,perdida,50,50
91.42,pista,--,perdida,50,50
91.95,pista,--,perdida,50,50
92.55,pista,--,perdida,50,50
93.27,pista,--,perdida,50,50
93.82,pista,--,perdida,50,50
94.47,pista,--,perdida,50,50
95.07,pista,--,perdida,50,50
95.85,pista,--,perdida,50,50
96.51,pista,--,perdida,50,50
97.12,pista,--,perdida,50,50
97.96,pista,--,perdida,50,50
101.49,pista,--,perdida,50,50
102.27,pista,--,perdida,50,50
102.86,pista,--,perdida,50,50
103.48,pista,--,perdida,50,50
104.07,pista,--,perdida,50,50
104.79,pista,--,perdida,50,50
105.33,pista,--,perdida,50,50
105.86,pista,--,perdida,50,50
106.47,pista,--,perdida,50,50
107.31,pista,--,perdida,50,50
107.85,pista,--,perdida,50,50
108.46,pista,--,perdida,50,50
108.99,pista,--,perdida,50,50
109.71,pista,--,perdida,50,50
110.37,pista,--,perdida,50,50
110.91,pista,--,perdida,50,50
111.46,pista,--,perdida,50,50
112.29,pista,--,perdida,50,50
112.84,pista,--,perdida,50,50
113.49,pista,--,perdida,50,50
114.34,pista,--,perdida,50,50
114.87,pista,--,perdida,50,50
115.41,pista,--,perdida,50,50
116.01,pista,--,perdida,50,50
116.96,pista,--,perdida,50,50
117.51,pista,--,perdida,50,50
118.11,pista,--,perdida,50,50
119.02,pista,--,perdida,50,50
119.67,pista,--,perdida,50,50
120.27,pista,--,perdida,50,50
121.06,pista,--,perdida,50,50
121.59,pista,--,perdida,50,50
122.14,pista,--,perdida,50,50
122.79,pista,--,perdida,50,50
123.69,pista,--,perdida,50,50
124.24,pista,--,perdida,50,50
124.77,pista,--,perdida,50,50
125.38,pista,--,perdida,50,50
126.21,pista,--,perdida,50,50
126.75,pista,--,perdida,50,50
127.36,pista,--,perdida,50,50
127.89,pista,--,perdida,50,50
128.8,pista,--,perdida,50,50
129.39,pista,--,perdida,50,50
129.99,pista,--,perdida,50,50
130.77,pista,--,perdida,50,50
131.37,pista,--,perdida,50,50
131.98,pista,--,perdida,50,50
132.51,pista,--,perdida,50,50
133.35,pista,--,perdida,50,50
133.9,pista,--,perdida,50,50
134.43,pista,--,perdida,50,50
135.04,pista,--,perdida,50,50
135.8,pista,--,perdida,50,50
136.41,pista,--,perdida,50,50
137.01,pista,--,perdida,50,50
137.55,pista,--,perdida,50,50
138.45,pista,--,perdida,50,50
139.04,pista,--,perdida,50,50
139.65,pista,--,perdida,50,50
140.49,pista,--,perdida,50,50
141.22,pista,--,perdida,50,50
141.81,pista,--,perdida,50,50
142.59,pista,--,perdida,50,50
143.19,pista,--,perdida,50,50
143.78,pista,--,perdida,50,50
144.4,pista,--,perdida,50,50
145.16,pista,--,perdida,50,50
145.71,pista,--,perdida,50,50
146.26,pista,--,perdida,50,50
146.85,pista,--,perdida,50,50
147.69,pista,--,perdida,50,50
148.23,pista,--,perdida,50,50
148.83,pista,--,perdida,50,50
149.38,pista,--,perdida,50,50
150.16,pista,--,perdida,50,50
150.82,pista,--,perdida,50,50
151.35,pista,--,perdida,50,50
151.88,pista,--,perdida,50,50
152.67,pista,--,perdida,50,50
153.27,pista,--,perdida,50,50
153.87,pista,--,perdida,50,50
154.53,pista,--,perdida,50,50
155.24,pista,--,perdida,50,50
155.79,pista,--,perdida,50,50
156.39,pista,--,perdida,50,50
157.0,pista,--,perdida,50,50
157.82,pista,--,perdida,50,50
158.44,pista,--,perdida,50,50
159.09,pista,--,perdida,50,50
159.93,pista,--,perdida,50,50
160.47,pista,--,perdida,50,50
161.01,pista,--,perdida,50,50
161.55,pista,--,perdida,50,50
162.34,pista,--,perdida,50,50
162.87,pista,--,perdida,50,50
163.48,pista,--,perdida,50,50
164.07,pista,--,perdida,50,50
165.02,pista,--,perdida,50,50
165.63,pista,--,perdida,50,50
166.22,pista,--,perdida,50,50
166.95,pista,--,perdida,50,50
167.56,pista,--,perdida,50,50
168.09,pista,--,perdida,50,50
168.64,pista,--,perdida,50,50
169.53,pista,--,perdida,50,50
170.08,pista,--,perdida,50,50
170.61,pista,--,perdida,50,50
171.15,pista,--,perdida,50,50
171.94,pista,--,perdida,50,50
172.53,pista,--,perdida,50,50
173.14,pista,--,perdida,50,50
173.73,pista,--,perdida,50,50
174.52,pista,--,perdida,50,50
175.05,pista,--,perdida,50,50
175.71,pista,--,perdida,50,50
176.26,pista,--,perdida,50,50
177.03,pista,--,perdida,50,50
177.64,pista,--,perdida,50,50
178.29,pista,--,perdida,50,50
179.13,pista,--,perdida,50,50
179.67,pista,--,perdida,50,50
180.21,pista,--,perdida,50,50
180.75,pista,--,perdida,50,50
181.53,pista,--,perdida,50,50
182.19,pista,--,perdida,50,50
182.72,pista,--,perdida,50,50
183.33,pista,--,perdida,50,50
184.23,pista,--,perdida,50,50
184.83,pista,--,perdida,50,50
185.44,pista,--,perdida,50,50
186.16,pista,--,perdida,50,50
186.81,pista,--,perdida,50,50
187.35,pista,--,perdida,50,50
187.96,pista,--,perdida,50,50
188.85,pista,--,perdida,50,50
189.4,pista,--,perdida,50,50
189.93,pista,--,perdida,50,50
190.59,pista,--,perdida,50,50
191.37,pista,--,perdida,50,50
191.9,pista,--,perdida,50,50
192.62,pista,--,perdida,50,50
193.42,pista,--,perdida,50,50
193.95,pista,--,perdida,50,50
194.6,pista,--,perdida,50,50
195.21,pista,--,perdida,50,50
195.99,pista,--,perdida,50,50
196.65,pista,--,perdida,50,50
197.19,pista,--,perdida,50,50
197.8,pista,--,perdida,50,50
198.63,pista,--,perdida,50,50
199.22,pista,--,perdida,50,50
199.77,pista,--,perdida,50,50
200.43,pista,--,perdida,50,50
201.28,pista,--,perdida,50,50
201.81,pista,--,perdida,50,50
202.4,pista,--,perdida,50,50
203.01,pista,--,perdida,50,50
203.86,pista,--,perdida,50,50
204.51,pista,--,perdida,50,50
205.11,pista,--,perdida,50,50
205.95,pista,--,perdida,50,50
206.49,pista,--,perdida,50,50
207.09,pista,--,perdida,50,50
207.64,pista,--,perdida,50,50
208.4,pista,--,perdida,50,50
208.95,pista,--,perdida,50,50
209.54,pista,--,perdida,50,50
210.21,pista,--,perdida,50,50
211.0,pista,--,perdida,50,50
211.53,pista,--,perdida,50,50
212.18,pista,--,perdida,50,50
212.73,pista,--,perdida,50,50
213.68,pista,--,perdida,50,50
214.29,pista,--,perdida,50,50
214.82,pista,--,perdida,50,50
215.54,pista,--,perdida,50,50
216.14,pista,--,perdida,50,50
216.76,pista,--,perdida,50,50
217.29,pista,--,perdida,50,50
218.01,pista,--,perdida,50,50
218.54,pista,--,perdida,50,50
219.15,pista,--,perdida,50,50
219.81,pista,--,perdida,50,50
220.59,pista,--,perdida,50,50
221.13,pista,--,perdida,50,50
221.79,pista,--,perdida,50,50
222.39,pista,--,perdida,50,50
223.23,pista,--,perdida,50,50
223.89,pista,--,perdida,50,50
224.42,pista,--,perdida,50,50
225.21,pista,--,perdida,50,50
225.81,pista,--,perdida,50,50
226.41,pista,--,perdida,50,50
226.95,pista,--,perdida,50,50
227.78,pista,--,perdida,50,50
228.33,pista,--,perdida,50,50
228.99,pista,--,perdida,50,50
229.77,pista,--,perdida,50,50
230.31,pista,--,perdida,50,50
230.9,pista,--,perdida,50,50
231.51,pista,--,perdida,50,50
232.36,pista,--,perdida,50,50
233.01,pista,--,perdida,50,50
233.54,pista,--,perdida,50,50
234.33,pista,--,perdida,50,50
234.99,pista,--,perdida,50,50
235.53,pista,--,perdida,50,50
236.06,pista,--,perdida,50,50
236.85,pista,--,perdida,50,50
237.38,pista,--,perdida,50,50
238.0,pista,--,perdida,50,50
238.59,pista,--,perdida,50,50
239.43,pista,--,perdida,50,50
240.03,pista,--,perdida,50,50
240.7,pista,--,perdida,50,50
