tiempo_s,modo,distancia_cm,offset,velocidad,bateria
112.65,pista,--,perdida,50,60
113.2,pista,--,perdida,50,60
113.8,pista,--,perdida,50,60
114.58,pista,--,perdida,50,60
115.29,pista,--,perdida,50,60
115.96,pista,--,perdida,50,60
116.79,pista,--,perdida,50,60
117.34,pista,--,perdida,50,60
117.94,pista,--,perdida,50,60
118.47,pista,--,perdida,50,60
119.44,pista,--,perdida,50,60
120.04,pista,--,perdida,50,60
120.63,pista,--,perdida,50,60
121.48,pista,--,perdida,50,60
124.95,pista,--,perdida,50,60
125.79,pista,--,perdida,50,60
126.34,pista,--,perdida,50,60
126.93,pista,--,perdida,50,60
127.53,pista,--,perdida,50,60
128.38,pista,--,perdida,50,60
128.97,pista,--,perdida,50,60
129.52,pista,--,perdida,50,60
130.06,pista,--,perdida,50,60
130.9,pista,--,perdida,50,60
131.49,pista,--,perdida,50,60
